NAME,CATEGORY,ADDRESS,CITY,REGION,ZIP CODE,PHONE,EMAIL,WEBSITE,SCORE,RATINGS,FACEBOOK,INSTAGRAM,LINKEDIN,TWITTER,MAIN IMAGE URL,DESCRIPTION,ABOUT,OPENING HOURS
Voxel Magic,"3D printing service, Laser cutting service, Plastic fabrication company","28 Orchard St #4A, New York, NY 10002",New York,New York,10002,18002398181.0,,http://voxel-magic.com/,5.0,96.0,,https://www.instagram.com/voxelmagic,,,https://lh3.googleusercontent.com/p/AF1QipOsTcOdq5Jq2d5SfhlzRGF-L6cqx0qctS7OvMwd,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: Closed, Sunday: Closed"
LES 3D Printing,3D printing service,"208 E Broadway, New York, NY 10002",New York,New York,10002,19173366843.0,,,,,,,,,https://lh3.googleusercontent.com/p/AF1QipM84Wtb04hJ_IuJSpgMVzxepPNX2CGpKAA4H6FK,,,"Monday: 11 AM–5 PM, Tuesday: 11 AM–5 PM, Wednesday: 11 AM–5 PM, Thursday: 11 AM–5 PM, Friday: Closed, Saturday: Closed, Sunday: 11 AM–5 PM"
3D Printing Company,3D printing service,"40 W 29th St Suite 202, New York, NY 10001",New York,New York,10001,16467986745.0,info@eacgs.com,https://www.eacgs.com/3d-printing-sculpting-and-finishing/,5.0,1.0,https://www.facebook.com/eacgs,https://www.instagram.com/enhanceacolour/,https://www.linkedin.com/company/enhance-a-colour,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8 AM–8 PM, Tuesday: 8 AM–8 PM, Wednesday: 8 AM–8 PM, Thursday: 8 AM–8 PM, Friday: 8 AM–8 PM, Saturday: 8 AM–8 PM, Sunday: 8 AM–8 PM"
Tangible Creative,"3D printing service, Architectural and engineering model maker, Design engineer, Fabrication engineer, Industrial design company, Manufacturer","27 Libella Ct, Newark, NJ 07105",Newark,New Jersey,7105,15512770668.0,orders@tangiblecreative.com,https://tangiblecreative.com/,5.0,46.0,https://www.facebook.com/tangiblecreative,https://www.instagram.com/tangiblecreative_official,https://www.linkedin.com/company/tangiblecreative,,https://lh3.googleusercontent.com/p/AF1QipN5-dYiXGY4xNXzoP6TOzhuY9sHoC-I2EkeCYoe,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
B3D Labs,"3D printing service, Art restoration service, Digital printing service, Industrial design company, Manufacturer, Plastic fabrication company","68 34th St Suite B532, Brooklyn, NY 11232",Brooklyn,New York,11232,13473842819.0,info@b3dlabs.com,http://www.b3dlabs.com/,5.0,169.0,https://www.facebook.com/profile.php,https://www.instagram.com/b3dlabs,,,https://lh3.googleusercontent.com/p/AF1QipNHfl4OHGMB_6-k2DMy19wpKkNYFD8-feWVlQag,,,"Monday: 10 AM–6 PM, Tuesday: 10 AM–6 PM, Wednesday: 10 AM–6 PM, Thursday: 10 AM–6 PM, Friday: 10 AM–6 PM, Saturday: Closed, Sunday: Closed"
its3d.nyc,3D printing service,"50 Eldridge St Floor 3, New York, NY 10002",New York,New York,10002,16468521318.0,,https://its3d.nyc/,5.0,2.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqPBC5jagiJr3WgP0zyPGx-3EwN8zQdIgxch8VjbzYtPGbMKVn0M0iBSYz1oa-Om1yC-QBGKu_d_Py86rxKdGS7vRiG075XHHmby125xG0-LlENaBabhG8QJ1gjOD6HG_lANjh_aJwhTfo,,,"Monday: 11 AM–8 PM, Tuesday: 11 AM–8 PM, Wednesday: 11 AM–8 PM, Thursday: 11 AM–8 PM, Friday: 11:30 AM–5 PM, Saturday: 11:30 AM–5 PM, Sunday: Closed"
SPARQ Industrial SLS 3D Printers | 3D Printing Company - Rapid Prototyping,3D printing service,"261 W 35th St Ste 5066, New York, NY 10001",New York,New York,10001,19175085303.0,,,5.0,5.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: 9 AM–4 PM, Sunday: Closed"
Roadrunner 3D,3D printing service,"5655 Jefferson St NE Suite A, Albuquerque, NM 87109",Albuquerque,New Mexico,87109,15053488294.0,sales@roadrunner3d.net,https://www.roadrunner3d.net/,5.0,14.0,https://www.facebook.com/roadrunner3d,https://www.instagram.com/roadrunner3d,https://www.linkedin.com/company/roadrunner3d,,https://lh3.googleusercontent.com/p/AF1QipNJA6k23MHMuvngKpTN9LxU33nDuGW8xgy_Udpi,,,"Monday: 8 AM–4:30 PM, Tuesday: 8 AM–4:30 PM, Wednesday: 8 AM–4:30 PM, Thursday: 8 AM–4:30 PM, Friday: 8 AM–4:30 PM, Saturday: Closed, Sunday: Closed"
Discount Print USA Catalogs-Flyers-Banners-Convention Printing-Booklets-Postcards,"Commercial printer, Invitation printing service, Print shop","10242 Coors Bypass Blvd #1014, Albuquerque, NM 87114",Albuquerque,New Mexico,87114,15053057979.0,orders@discountprintusa.com,http://discountprintusa.com/new-mexico/Albuquerque,4.6,16.0,https://www.facebook.com/discountprintusa,https://www.instagram.com/discountprintusallc,,https://twitter.com/discountprintus,https://lh3.googleusercontent.com/p/AF1QipOw25-thMtqhLq5Ol0SMugQffB0p4WCGdHchloI,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 AM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: 9 AM–5 PM, Sunday: 9 AM–5 PM"
3D-CraftwerkZ,3D printing service,"1207 11th St SW, Rio Rancho, NM 87124",Rio Rancho,New Mexico,87124,,,https://3dcraftwerkz.etsy.com/,5.0,2.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Closed, Sunday: Closed"
J5Resin 3d Printing,3D printing service,"613 Teresa Ct SE, Rio Rancho, NM 87124",Rio Rancho,New Mexico,87124,12019533618.0,,,,,,,,,,,,
Heathen Printz LLC,3D printing service,"604 Las Marias Dr SE, Rio Rancho, NM 87124",Rio Rancho,New Mexico,87124,15052801560.0,,http://heathenprintz.com/,4.8,6.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweobk-a3WayAeyHU01aJ-YKAHlFf4CGh0WWyVf3MU9I55sBLuI0d7wo9HoQjK8QQ4Wb4KeyS2lSYnS-7PilyhDBB9taYm5byVhlA4vAwF7qpgdI5MdOWViAzQLeYG_7ubNWItKSH,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: Closed, Sunday: Closed"
Adams3DprintinG,3D printing service,"2410 Vicic Rd NW, Albuquerque, NM 87104",Albuquerque,New Mexico,87104,13103679024.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
Mostly 3D,"3D printing service, Gift shop, Leather goods store","3321 Princeton Dr NE, Albuquerque, NM 87107",Albuquerque,New Mexico,87107,,,https://liinks.co/mostly3d,,,,,,,https://lh3.googleusercontent.com/p/AF1QipOVbALPG5BvCOjkOGlrsBSVYUoe8-Lft0IoqPg-,,,
Alyx C. 3D,3D printing service,"4906 Canelo Ct SE, Rio Rancho, NM 87124",Rio Rancho,New Mexico,87124,15058869273.0,,https://etsy.com/shop/alyxc3d,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 10 AM–6 PM, Tuesday: 10 AM–6 PM, Wednesday: 10 AM–6 PM, Thursday: 10 AM–6 PM, Friday: 10 AM–5 PM, Saturday: 11 AM–2 PM, Sunday: Closed"
"The Printers Press, Inc.","Print shop, Digital printing service, Invitation printing service, Stationery manufacturer","3831 Hawkins St NE, Albuquerque, NM 87109",Albuquerque,New Mexico,87109,15053420020.0,,https://www.printerspressinc.com/,4.7,35.0,https://www.facebook.com/theprinterspress,,,http://twitter.com/theprinterpress,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerMmEptIuxIg6A1J37dKMV2IXRMaYwv5DSLREmS_27COW0vNah9g3i0-pY8xZs4vmGBuAeEJO4qYa-L5lZLG4KSdhvE8ivlO49DWfPSiMzNiQvyfhGRYYel8Ime0EmE0ypiNpq5fK7QYB8,,,"Monday: 7 AM–4 PM, Tuesday: 7 AM–4 PM, Wednesday: 7 AM–4 PM, Thursday: 7 AM–4 PM, Friday: 7 AM–2 PM, Saturday: Closed, Sunday: Closed"
Staples,"Office supply store, Computer repair service, Computer store, Electronics store, Office furniture store, Passport photo processor, Print shop, Recycling drop-off location, School supply store, Shipping and mailing service","10242 Coors Bypass Blvd, Albuquerque, NM 87114",Albuquerque,New Mexico,87114,15058908822.0,,https://stores.staples.com/nm/albuquerque/10242-coors-bypass-blvd-nw?cmpid=st_ll_goo&cid=LS:RETAIL:G&utm_source=google&utm_medium=organic&utm_campaign=Google_Business_Listing,3.9,215.0,,,,,https://lh3.googleusercontent.com/p/AF1QipPD4UB2mKmaBP064PhHzfYHyc4v6OL6F9TXK0PZ,"Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Brand-name electronics & office supplies Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Monday: 8 AM–7 PM, Tuesday: 8 AM–7 PM, Wednesday: 8 AM–7 PM, Thursday: 8 AM–7 PM, Friday: 8 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: 10 AM–6 PM"
Softmotion,"Commercial printer, Digital printing service, Print shop, Screen printer","260 Madison Ave 8th floor, New York, NY 10022",New York,New York,10022,18553551629.0,,,5.0,17.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: Closed, Sunday: Closed"
Print Zone NYC Printing Services,"Print shop, Banner store, Bookbinder, Commercial printer, Copy shop, Graphic designer, Screen printer, Sign shop","866 6th Ave 3rd floor, New York, NY 10001",New York,New York,10001,12128106610.0,info@printzonenyc.com,https://printzonenyc.com/,4.9,64.0,,,,,https://lh3.googleusercontent.com/p/AF1QipNLYXSJDqpS-Ype_CWJdhz9HYGzcPPgGpRdLoo,,,"Monday: 8 AM–3 PM, Tuesday: 8 AM–3 PM, Wednesday: 8 AM–3 PM, Thursday: 8 AM–3 PM, Friday: 8 AM–3 PM, Saturday: Closed, Sunday: Closed"
Print Parts Inc.,3D printing service,"36 E 23rd St, New York, NY 10010",New York,New York,10010,,,http://www.printparts.com/,,,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZthZSaP4AbSCojdCZMu71eytMQPtAG-NkB7arWF4-IqityDWsoiWkSPsnKXZaU3kw0BEg18hGiibUYR2tx_qQj62fcB0a-4YS2HW-FQkPJdQWoieT8f_YRb6-dnvBIY54qTyj,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
ABC Imaging - New York,"Print shop, Banner store, Blueprint service, Commercial printer, Digital printing service, Graphic designer, Invitation printing service, Sign shop, 3D printing service, Vinyl sign shop","336 W 37th St, New York, NY 10018",New York,New York,10018,12124903801.0,helpdeskabc@abcimaging.com,http://www.abcimaging.com/,4.5,35.0,http://www.facebook.com/abcimaging,https://www.instagram.com/abcimaginghq/,https://www.linkedin.com/company/abc-imaging,https://twitter.com/abcimaging,https://lh3.googleusercontent.com/p/AF1QipOvniiAHA_uiXxeLL7EaXbo2NGGvaXtOD_NE3Bd,,,"Monday: 8 AM–6 PM, Tuesday: 8 AM–6 PM, Wednesday: 8 AM–6 PM, Thursday: 8 AM–6 PM, Friday: 8 AM–6 PM, Saturday: Closed, Sunday: Closed"
3D Printer Rental,3D printing service,"2 W 46th St apt 1609, New York, NY 10036",New York,New York,10036,,,http://portatronic.com/,4.0,1.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 11 AM–7 PM, Tuesday: 11 AM–7 PM, Wednesday: 11 AM–7 PM, Thursday: 11 AM–7 PM, Friday: 11 AM–7 PM, Saturday: Closed, Sunday: Closed"
Precision Print & Copy,"Commercial printer, Professional services","12 Main St, Vergennes, VT 05491",Vergennes,Vermont,5491,18028773711.0,,,4.5,10.0,https://www.facebook.com/precision-print-copy-117620341630518/,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 7:30 AM–4 PM, Tuesday: 7:30 AM–4 PM, Wednesday: 7:30 AM–4 PM, Thursday: 7:30 AM–4 PM, Friday: 7:30 AM–4 PM, Saturday: Closed, Sunday: Closed"
Generator Makerspace,"Education center, Laser cutting service, Machine workshop, Metal workshop, Sewing shop, 3D printing service, Wood working class, Youth center","Physical Plant, 40 Sears Ln, Burlington, VT 05401",Burlington,Vermont,5401,18025400761.0,,https://generatorvt.com/,4.7,24.0,,,,,https://lh3.googleusercontent.com/p/AF1QipOo9mXCvIZFfDEalL17tYGVBBFtWlHWCIF67G2P,,,"Monday: 9 AM–9 PM, Tuesday: 9 AM–9 PM, Wednesday: 9 AM–9 PM, Thursday: 9 AM–9 PM, Friday: 9 AM–9 PM, Saturday: 9 AM–9 PM, Sunday: 9 AM–9 PM"
Green Mountain 3D,"Photographer, Aerial photographer, Photography service","Penny Ln, Westford, VT 05494",Westford,Vermont,5494,18028990002.0,info@greenmountain3d.com,http://greenmountain3d.com/,5.0,5.0,http://www.facebook.com/greenmountain3d,,https://www.linkedin.com/in/andrewparham,http://twitter.com/greenmountain3d,https://lh3.googleusercontent.com/p/AF1QipOvjpR0iboYzt5-s-m7I4Z3c2TJNV0YuPX7PTUu,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
Ricoh USA Inc.,"Print shop, Camera store, Fax service, Printer repair service","50 Winter Sport Ln, Williston, VT 05495",Williston,Vermont,5495,18026585885.0,privacy@ricoh-usa.com,http://www.ricoh-usa.com/,3.0,2.0,https://www.facebook.com/ricohusa,https://www.instagram.com/ricohusa,https://www.linkedin.com/company/3316,,https://lh3.googleusercontent.com/p/AF1QipOtTBxtS6wRt36ggiceJBRDoRXiXA795XNVupQC,,,
All Systems Repair,"Computer repair service, Computer security service, Computer support and services, Electronics repair shop, Security system installation service, 3D printing service, Used computer store","197 Main St, Winooski, VT 05404",Winooski,Vermont,5404,18026549209.0,info@allsyst.com,http://www.allsyst.com/,4.5,84.0,,,,,https://lh3.googleusercontent.com/p/AF1QipPzVaZsaA0RvqDj0qge-_tg6Y6DEF7_F3528tbp,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: 9 AM–5 PM, Saturday: Closed, Sunday: Closed"
Staples,"Office supply store, Computer repair service, Computer store, Electronics store, Office furniture store, Passport photo processor, Print shop, Recycling drop-off location, School supply store, Shipping and mailing service","1375 Maple Tree Pl, Williston, VT 05495",Williston,Vermont,5495,18028720260.0,,https://stores.staples.com/vt/williston/1375-maple-tree-place?cmpid=st_ll_goo&cid=LS:RETAIL:G&utm_source=google&utm_medium=organic&utm_campaign=Google_Business_Listing,3.7,112.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5N1LHv-phbdVw2W8P6aHwsQLq_gX8xJ52kf1yHPtVotiSn8VKV_GxyDYGvucFkyE0zq7jcmVckB2btpwXs6UBVyJBRvRhv1aQJaCfpe03RXV0-W1oWNZgr4q0EAbZmuuaGJPd,"Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Brand-name electronics & office supplies Chain retailer offering brand-name electronics & print services, plus office supplies & furniture.","Monday: 9 AM–7 PM, Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–7 PM, Saturday: 9 AM–7 PM, Sunday: 10 AM–6 PM"
XYnZ Printing and Laser Engraving,"3D printing service, Service establishment",,,,nan,16053803493.0,,,,,,,,,,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Closed, Sunday: Closed"
Wires Computing,"Mobile phone repair shop, Cell phone accessory store, Computer repair service, Computer support and services, Electronics repair shop, Electronics store, Phone repair service, Screen repair service","383 College St Suite 1F, Burlington, VT 05401",Burlington,Vermont,5401,18024480403.0,contact@wirescomputing.com,https://www.wirescomputing.com/,4.6,617.0,https://www.facebook.com/wires.computing,,https://www.linkedin.com/company/wires-computing,https://www.twitter.com/wirescomputing,https://lh3.googleusercontent.com/p/AF1QipMIqTO8I69Gx8ZJg7N1QkPoFGYLC7_h-CNM8jGa,,,"Monday: 12–7 PM, Tuesday: 12–7 PM, Wednesday: 12–7 PM, Thursday: 12–7 PM, Friday: 12–7 PM, Saturday: 12–5 PM, Sunday: Closed"
3D Advantage Inc.,3D printing service,"256 N West St, Doylestown, PA 18901",Doylestown,Pennsylvania,18901,12679815235.0,,http://www.3dadvantageinc.com/,4.8,5.0,,,,,https://lh3.googleusercontent.com/p/AF1QipMopicrib0-yH8Iz1YlRxkvn9O6PJp9uqfxaxfO,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
3D Print&Prototyping Shop,"Engineering consultant, 3D printing service","33 Blue Bird Ln, Howell Township, NJ 07731",Howell Township,New Jersey,7731,17325133550.0,,,5.0,5.0,,,,,https://lh3.googleusercontent.com/p/AF1QipNE-QuF7u1TXSiWtSF9hqX-btQUfheT4TF3gnpM,,,"Monday: 9 AM–6 PM, Tuesday: 9 AM–6 PM, Wednesday: 9 AM–6 PM, Thursday: 9 AM–6 PM, Friday: 9 AM–6 PM, Saturday: Closed, Sunday: Closed"
ARC Document Solutions,"Digital printing service, Archive, Banner store, Commercial printer, Digital printer, Graphic designer, Print shop, Printing equipment supplier, Promotional products supplier, Sign shop","3631 NW 23rd St, Oklahoma City, OK 73107",Oklahoma City,Oklahoma,73107,14059430378.0,info@e-arc.com,https://www.e-arc.com/location/oklahoma-city/,4.9,40.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://lh3.googleusercontent.com/p/AF1QipNXGCtteIDA-KCDrq6sIZT_hwYfdFdto66UTHIu,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
"3D Labs OKC, LLC",3D printing service,"10802 Quail Plaza Dr STE 120A, Oklahoma City, OK 73120",Oklahoma City,Oklahoma,73120,14055462228.0,connect@3dlabsokc.com,https://3dlabsokc.com/,5.0,23.0,https://www.facebook.com/3dlabsokc,https://www.instagram.com/3dlabsokc,,,https://lh3.googleusercontent.com/p/AF1QipNIJPumklxoMGiAXnT_nxrnF27V7XWwTJvAUUTU,,,"Monday: 10 AM–4 PM, Tuesday: 10 AM–4 PM, Wednesday: 10 AM–4 PM, Thursday: 10 AM–4 PM, Friday: 10 AM–4 PM, Saturday: Closed, Sunday: Closed"
Magic Lantern Co,3D printing service,"NA, Oklahoma City, OK 73107",Oklahoma City,Oklahoma,73107,,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
PrintForge.3Ddesigns,3D printing service,"4700 N Mueller Ave, Bethany, OK 73008",Bethany,Oklahoma,73008,14059221808.0,,,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,
3d printing of Oklahoma,3D printing service,"13600 Railway Dr, Oklahoma City, OK 73114",Oklahoma City,Oklahoma,73114,,,,5.0,1.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–5 PM, Tuesday: 9 AM–5 PM, Wednesday: 9 AM–5 PM, Thursday: 9 AM–5 PM, Friday: Closed, Saturday: Closed, Sunday: Closed"
Impressions Printing,"Print shop, Advertising agency, Graphic designer","2241 W I 44 Service Rd, Oklahoma City, OK 73112",Oklahoma City,Oklahoma,73112,14055242800.0,,http://www.impressionsprinting.com/,4.9,83.0,https://www.facebook.com/impressionsprinting,,https://www.linkedin.com/company/impressionsprinting,http://twitter.com/printokc,https://lh3.googleusercontent.com/p/AF1QipOVSCB6lL-2i9O2yeAJcDnI3Mz0RWFQsYDnV2xf,,,"Monday: 8 AM–5:30 PM, Tuesday: 8 AM–5:30 PM, Wednesday: 8 AM–5:30 PM, Thursday: 8 AM–5:30 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
Digital Media Warehouse,Business to business service,"1825 N Walnut Ave, Oklahoma City, OK 73105",Oklahoma City,Oklahoma,73105,18005768182.0,sales@digitalmediawarehouse.com,http://www.digitalmediawarehouse.com/,5.0,12.0,https://www.facebook.com/digitalmediawarehouse,https://www.instagram.com/digitalmediawarehouse,,,https://lh3.googleusercontent.com/p/AF1QipP518RzPaDaEgIcpYAoNPTsNBe4Rnb1HwlgnPSA,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
SMOK3D 3D Printing & Design,3D printing service,"none, Bethany, OK 73008",Bethany,Oklahoma,73008,14058684383.0,,https://47vkey-n4.myshopify.com/,,,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 9 AM–10 PM, Tuesday: 9 AM–10 PM, Wednesday: 9 AM–10 PM, Thursday: 9 AM–10 PM, Friday: 9 AM–10 PM, Saturday: 9 AM–10 PM, Sunday: 9 AM–10 PM"
"Classic Printing, Inc.",Commercial printer,"2464 NW 39th St, Oklahoma City, OK 73112",Oklahoma City,Oklahoma,73112,14055246889.0,,http://www.classicprintinginc.com/,5.0,7.0,,,,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo-Zg1zQoAnQetfk-L7qzftss9KBLeBvkY7Glx4KxZ5QQcNNXQXbE3dE91QgF2aRESoGiHjdqHZzrQPYLeE4PaWn0gEF09BBGr5feOcQfUzRggnJnHGIdvHdvdziT7D99z43Eij,,,"Monday: 8 AM–5 PM, Tuesday: 8 AM–5 PM, Wednesday: 8 AM–5 PM, Thursday: 8 AM–5 PM, Friday: 8 AM–5 PM, Saturday: Closed, Sunday: Closed"
On The Spot 3D Prints,3D printing service,"11032 Quail Creek Rd #200, Oklahoma City, OK 73120",Oklahoma City,Oklahoma,73120,14059025234.0,,,,,,,,,https://lh3.googleusercontent.com/p/AF1QipPR-cOkA-xxWg_McyUQZjrmGtfjEqEB_LZr_Aok,,,"Monday: 8 AM–8 PM, Tuesday: 8 AM–8 PM, Wednesday: 8 AM–8 PM, Thursday: 8 AM–8 PM, Friday: 8 AM–8 PM, Saturday: 12–6 PM, Sunday: 12–8 PM"
"Design Formations, Inc",3D printing service,"403 Charles St, Providence, RI 02904",Providence,Rhode Island,2904,14017145205.0,zstebenne@designformations.com,http://www.designformations.com/,5.0,7.0,https://www.facebook.com/people/design-formations/100063746643186,,https://www.linkedin.com/in/zachary-stebenne-ab43ba12,,https://lh3.googleusercontent.com/p/AF1QipOeTCMxfmK8aiJBJ1cpyPGUVaG_ZIlIL39mhNj8,,,"Monday: Open 24 hours, Tuesday: Open 24 hours, Wednesday: Open 24 hours, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours"
ARC Document Solutions,"Commercial printer, Blueprint service, Digital printer, Office equipment rental service, Office equipment supplier, Promotional products supplier","335 Webster Ave, Cranston, RI 02920",Cranston,Rhode Island,2920,14019423225.0,info@e-arc.com,http://www.e-arc.com/location/cranston/,4.9,133.0,https://www.facebook.com/arcdocumentsolutions/,https://www.instagram.com/arcdocumentsol,https://www.linkedin.com/company/arc-document-solutions,,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5Fx9fkLUHnCPPLuyiCiaH_eO3GkXBMZLlSIXJWvaqgzjrwCiCqX6mXPAR48-WSfsHAwyP_J-cMEllHRfStNJ24gLLZXzh74EZmPUlM50-0x7ankKMYK6WKnYZY9h63WvO-0E,,,"Monday: 8 AM–4:30 PM, Tuesday: 8 AM–4:30 PM, Wednesday: 8 AM–4:30 PM, Thursday: 8 AM–4:30 PM, Friday: 8 AM–4:30 PM, Saturday: Closed, Sunday: Closed"
Regine Printing Co Inc,Commercial printer,"208 Laurel Hill Ave, Providence, RI 02909",Providence,Rhode Island,2909,14019433404.0,,,5.0,10.0,,,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid,,,"Monday: 8:30 AM–4:30 PM, Tuesday: 8:30 AM–4:30 PM, Wednesday: 8:30 AM–4:30 PM, Thursday: 8:30 AM–4:30 PM, Friday: 8:30 AM–4:30 PM, Saturday: Closed, Sunday: Closed"
3D Craft Guy,3D printing service,"166 West St, West Warwick, RI 02893",West Warwick,Rhode Island,2893,14016154321.0,3dcraftguy@gmail.com,http://3dcraftguy.com/,5.0,3.0,https://www.facebook.com/3dcraftguy,,,,https://lh3.googleusercontent.com/p/AF1QipOaUHb_2vSX0zHX1mos5GNxUzF7nUz4Oeh-HyF9,,,"Monday: 9 AM–7 PM, Tuesday: 9 AM–7 PM, Wednesday: 9 AM–7 PM, Thursday: 9 AM–7 PM, Friday: 9 AM–5 PM, Saturday: Open 24 hours, Sunday: Closed"
R&D Technologies,3D printing service,"60 Romano Vineyard Way Suite 112, North Kingstown, RI 02852",North Kingstown,Rhode Island,2852,14018856400.0,,http://www.rnd-tech.com/,4.7,17.0,,,,,https://lh3.googleusercontent.com/p/AF1QipOTIHhQrejn5hcHgbj6PmelJ8PP0UTElytHS1wi,,,"Monday: 8:30 AM–5 PM, Tuesday: 8:30 AM–5 PM, Wednesday: 8:30 AM–5 PM, Thursday: 8:30 AM–5 PM, Friday: 8:30 AM–5 PM, Saturday: Closed, Sunday: Closed"
Magic Screen Printing,"Screen printing shop, Corporate office","250 Esten Ave Unit B04A, Pawtucket, RI 02860",Pawtucket,Rhode Island,2860,14013406561.0,sales@magicteesri.com,http://www.magicteesri.com/,5.0,34.0,https://www.facebook.com/wix,https://www.instagram.com/wix,,,https://lh3.googleusercontent.com/p/AF1QipOZiZKGbRXYWR6bPvI8xU3eWH_wdpN6kAwIkD3N,,,"Monday: 8 AM–6 PM, Tuesday: 8 AM–6 PM, Wednesday: 8 AM–6 PM, Thursday: 8 AM–6 PM, Friday: 8 AM–6 PM, Saturday: 8 AM–12 PM, Sunday: Closed"
